525982033.png,Facial Expression  3.46 (1),         website  2.31 (2),           Happy  2.01 (3),     breastplate  1.31 (4),      Dutch oven  0.93 (5)
345606682.png,           Happy  3.12 (1),Facial Expression  1.60 (2),         website  1.43 (3),     coffeemaker  0.88 (4),    clothes iron  0.81 (5)
99836078.png,Facial Expression 14.00 (1),      shower cap 10.73 (2),         emotion  7.50 (3),           Happy  4.62 (4),     poke bonnet  1.92 (5)
996647835.png,           Happy 16.53 (1),Facial Expression  6.68 (2),        baby bib  4.59 (3),         emotion  4.45 (4),   baby pacifier  2.79 (5)
171533301.png,         website  3.80 (1),           Happy  2.13 (2),Facial Expression  1.88 (3),         emotion  1.22 (4),  Siberian Husky  1.20 (5)
751519016.png,Facial Expression  4.57 (1),   baby pacifier  3.73 (2),        baby bib  3.67 (3),           Happy  2.41 (4),         website  1.82 (5)
306000540.png,        vestment  1.77 (1),         kit fox  1.63 (2),          weasel  1.49 (3),           Happy  1.35 (4),Facial Expression  1.21 (5)
109664731.png,           Happy  2.97 (1),         website  1.40 (2),gymnastic horizontal bar  0.75 (3),  Carolina anole  0.72 (4),         emotion  0.69 (5)
959681641.png,Facial Expression  3.14 (1),Treeing Walker Coonhound  2.73 (2),Bluetick Coonhound  2.30 (3),        hair wig  1.96 (4),         website  1.88 (5)
813776923.png,Facial Expression 12.41 (1),          cougar 11.47 (2),        hair wig  3.78 (3),     face powder  3.39 (4),        lipstick  1.93 (5)
843940118.png,Facial Expression  2.70 (1),           indri  1.91 (2),         emotion  1.74 (3),           Happy  1.69 (4),         website  1.42 (5)
570646932.png,Facial Expression  4.27 (1),         website  2.43 (2),           Happy  1.59 (3),         emotion  1.43 (4),     poke bonnet  1.38 (5)
6772385.png,         website  2.70 (1),           Happy  2.31 (2),Facial Expression  1.27 (3),         emotion  1.11 (4),          maraca  0.80 (5)
290547635.png,      totem pole 14.15 (1),            mask  9.41 (2),           Angry  5.89 (3),Facial Expression  5.80 (4),    slot machine  4.81 (5)
971753583.png,        vestment  1.21 (1),      bridegroom  1.10 (2),           Happy  0.96 (3),         website  0.77 (4),     Windsor tie  0.76 (5)
784325711.png,         website  2.01 (1),      bridegroom  1.67 (2),        vestment  1.32 (3),         emotion  1.22 (4),     Windsor tie  1.20 (5)
759370659.png,         website  1.96 (1),           indri  1.60 (2),Facial Expression  1.50 (3),           Happy  1.27 (4),      steel drum  1.17 (5)
172162732.png,Facial Expression  5.62 (1),   Gordon Setter  3.52 (2),         emotion  1.88 (3),           Happy  1.40 (4),         website  1.07 (5)
740217420.png,             wok 15.04 (1),           Happy 10.17 (2),      piggy bank  6.37 (3),Facial Expression  4.45 (4),            mask  3.57 (5)
867072654.png,     Windsor tie  5.96 (1),        vestment  3.04 (2),      bridegroom  1.87 (3),      Dutch oven  1.04 (4),     Pickelhaube  1.02 (5)
428450868.png,           Boxer 10.06 (1),     Windsor tie  4.26 (2),      bridegroom  2.51 (3),Facial Expression  2.21 (4),     titi monkey  1.83 (5)
674487573.png,           Happy  2.02 (1),         website  1.41 (2),         emotion  1.19 (3),Cardigan Welsh Corgi  1.10 (4),    Ibizan Hound  0.90 (5)
927139287.png,Facial Expression  8.19 (1),     face powder  3.58 (2),   baby pacifier  3.41 (3),         emotion  3.36 (4),          pillow  2.35 (5)
953218948.png,Facial Expression  7.85 (1),         emotion  3.82 (2),           Angry  3.38 (3),           Happy  2.39 (4),      bridegroom  2.02 (5)
830620288.png,        vestment  2.75 (1),Facial Expression  2.51 (2),     Windsor tie  2.11 (3),          cougar  1.98 (4),gymnastic horizontal bar  1.18 (5)
831833625.png,     poke bonnet  2.83 (1),Facial Expression  2.14 (2),           Happy  2.14 (3),         website  1.64 (4),     breastplate  1.04 (5)
470786719.png,           Happy  9.12 (1),Facial Expression  7.11 (2),         emotion  6.88 (3),        feelings  2.70 (4),          maraca  2.34 (5)
117539957.png,          borzoi  5.25 (1),      bridegroom  3.45 (2),           Happy  3.34 (3),Facial Expression  3.14 (4),         emotion  2.30 (5)
585305718.png,Facial Expression  8.52 (1),           indri  4.35 (2),           Happy  2.64 (3),         emotion  2.02 (4),         website  1.93 (5)
446594535.png,      shower cap 21.05 (1),      bridegroom 10.42 (2),           abaya  6.52 (3),           Happy  5.16 (4),         emotion  4.34 (5)
571553422.png,         website  1.77 (1),      bridegroom  1.24 (2),smooth green snake  0.95 (3),           Happy  0.92 (4),American Staffordshire Terrier  0.92 (5)
506087821.png,Facial Expression  9.83 (1),     face powder  6.05 (2),         emotion  4.43 (3),           Happy  3.61 (4),        feelings  2.12 (5)
931230435.png,           Happy  5.77 (1),Facial Expression  3.96 (2),      basketball  3.61 (3),      Great Dane  3.23 (4),      Weimaraner  3.19 (5)
685406390.png,     Windsor tie  1.22 (1),        vestment  1.17 (2),         website  1.09 (3),      Dutch oven  1.01 (4),        carousel  1.00 (5)
622083064.png,Facial Expression  7.31 (1),           Happy  4.30 (2),         emotion  2.73 (3), Standard Poodle  1.66 (4),          gibbon  1.44 (5)
397316794.png,           Happy  2.14 (1),        vestment  1.69 (2),         website  1.64 (3),          cougar  1.18 (4),     Windsor tie  0.98 (5)
3244248.png,          Vizsla 39.31 (1),           Happy  2.68 (2),       Dobermann  2.25 (3),    Irish Setter  1.41 (4),        hornbill  1.22 (5)
335932630.png,           indri  2.51 (1),         website  2.05 (2),Facial Expression  1.78 (3),Miniature Poodle  1.04 (4),           Happy  0.89 (5)
856561491.png,          bulbul 15.56 (1),Facial Expression  3.47 (2),    bullock cart  3.06 (3),         website  2.58 (4),           Happy  1.98 (5)
166343253.png,Facial Expression  4.33 (1),           Happy  2.32 (2),         emotion  1.67 (3),         website  1.57 (4),        vestment  1.52 (5)
968508298.png,           Happy  4.22 (1),Facial Expression  2.68 (2),         website  2.12 (3),         emotion  1.71 (4),      chain mail  1.14 (5)
112398841.png,        meatloaf  3.66 (1),        hair wig  2.72 (2),Facial Expression  2.63 (3),Miniature Poodle  2.15 (4),          cougar  2.05 (5)
911520741.png,           Happy 15.56 (1),Facial Expression  5.64 (2),        baby bib  5.21 (3),         emotion  4.19 (4),   baby pacifier  2.84 (5)
62632389.png,          cougar  2.46 (1),           Happy  1.75 (2),Facial Expression  1.72 (3),         website  1.26 (4),      mud turtle  0.88 (5)
999775891.png,           Happy  1.94 (1),         website  1.80 (2),Facial Expression  1.09 (3),     breastplate  0.93 (4),      hoop skirt  0.92 (5)
478303229.png,Facial Expression  2.14 (1),         emotion  1.83 (2),     Pickelhaube  1.22 (3),         website  1.11 (4),           Happy  0.97 (5)
30433280.png,            newt 10.17 (1),      bridegroom 10.17 (2),     Windsor tie  7.11 (3),         bow tie  2.49 (4),     smooth newt  2.49 (5)
254944203.png,           indri  3.35 (1),         jacamar  2.06 (2),Facial Expression  1.77 (3),           Happy  1.63 (4),         website  1.40 (5)
226232151.png,        baby bib 10.73 (1),Facial Expression  9.92 (2),   baby pacifier  7.49 (3),           Happy  4.84 (4),          diaper  2.39 (5)
488376355.png,           indri  8.53 (1),          bulbul  3.29 (2),    bullock cart  3.14 (3),         website  2.30 (4),           Happy  1.53 (5)
825591885.png,           Happy 14.67 (1),   baby pacifier 10.09 (2),Facial Expression  6.62 (3),         emotion  4.69 (4),        baby bib  4.48 (5)
580325126.png,Facial Expression 22.02 (1),           indri  3.07 (2),           Angry  2.80 (3),        hair wig  2.63 (4),     breastplate  2.55 (5)
824110020.png,      bridegroom  3.34 (1),        vestment  1.46 (2),         website  1.42 (3),           Happy  1.33 (4),      Dutch oven  1.31 (5)
619594119.png,           Happy  3.90 (1),            mask  3.04 (2),Facial Expression  2.05 (3),          maraca  1.96 (4),     face powder  1.65 (5)
522026490.png,Facial Expression 22.77 (1),         emotion  7.05 (2),           Boxer  5.24 (3),      bridegroom  3.66 (4),         disgust  2.89 (5)
354518607.png,Facial Expression  3.85 (1),        hair wig  2.53 (2),         emotion  2.26 (3),     poke bonnet  2.13 (4),           Happy  1.91 (5)
888096211.png,Facial Expression  2.50 (1),         website  2.39 (2),Australian Terrier  1.67 (3), Norwich Terrier  1.11 (4),         emotion  1.08 (5)
57716093.png,Facial Expression  8.60 (1),           Happy  2.79 (2),      bridegroom  2.21 (3),     Windsor tie  1.77 (4),         emotion  1.52 (5)
920239978.png,         emotion 24.45 (1),Facial Expression 16.28 (2),        feelings  6.09 (3),             Sad  4.59 (4),           Happy  2.46 (5)
952497285.png,          cougar  1.75 (1),         website  1.37 (2),           Happy  1.08 (3),Facial Expression  0.92 (4),     feather boa  0.74 (5)
62110519.png,Facial Expression 21.30 (1),           Angry  9.02 (2),         emotion  7.48 (3),         disgust  6.40 (4),          weasel  3.76 (5)
821595969.png,Facial Expression  1.98 (1),      bridegroom  1.45 (2),          maraca  1.30 (3),     Windsor tie  1.11 (4),          mitten  1.03 (5)
845630515.png,      bridegroom  3.16 (1),           Happy  2.88 (2),Facial Expression  1.67 (3),         website  1.54 (4),     Pickelhaube  1.40 (5)
204017006.png,     Windsor tie  9.95 (1), Irish Wolfhound  7.39 (2),Scottish Deerhound  3.55 (3),           tench  2.44 (4),      bridegroom  1.28 (5)
232024651.png,        meatloaf  4.14 (1),            newt  3.27 (2),     Windsor tie  3.17 (3),           Happy  2.02 (4),        bolo tie  1.98 (5)
309478534.png,      chain mail  5.48 (1),Facial Expression  4.77 (2),   baby pacifier  3.48 (3),           Happy  3.03 (4),     poke bonnet  2.08 (5)
108087848.png,           Happy  5.09 (1),Facial Expression  4.49 (2),         emotion  2.22 (3),             wok  2.22 (4),       spotlight  1.96 (5)
202388567.png,     Windsor tie  2.34 (1),      bridegroom  2.07 (2),           Happy  1.54 (3),         website  1.42 (4),      Dutch oven  1.14 (5)
843885351.png,Facial Expression  8.13 (1),           Happy  3.04 (2),        meatloaf  2.81 (3),         emotion  2.52 (4),  Boston Terrier  1.46 (5)
978934710.png,Facial Expression  8.72 (1),           Happy  2.21 (2),         emotion  1.98 (3),          maraca  1.72 (4),         website  1.52 (5)
552871303.png,Facial Expression  6.34 (1),           indri  4.29 (2),           Happy  3.24 (3),Miniature Pinscher  2.52 (4),         emotion  2.12 (5)
832058973.png,        baby bib 26.83 (1),   baby pacifier 10.67 (2),        bassinet  8.71 (3),           Happy  5.29 (4),     poke bonnet  2.50 (5)
809583551.png,Facial Expression  9.52 (1),        lipstick  2.69 (2),             jay  2.56 (3),     face powder  2.30 (4),         emotion  2.03 (5)
728973785.png,          cougar 13.10 (1),Redbone Coonhound  1.72 (2),      hoop skirt  1.45 (3),Facial Expression  1.11 (4),           Happy  1.08 (5)
57932761.png,   American coot  5.24 (1),      bridegroom  1.90 (2),         website  1.53 (3),           Happy  1.19 (4),      Dutch oven  0.92 (5)
654422338.png,           indri 10.37 (1),           Happy  4.39 (2),Facial Expression  2.79 (3),          bulbul  2.79 (4),         emotion  2.46 (5)
564552731.png,Facial Expression  4.53 (1),          collie  2.50 (2),           Happy  2.01 (3),Cardigan Welsh Corgi  1.77 (4),         emotion  1.56 (5)
418074792.png,           Happy  5.41 (1),Facial Expression  3.23 (2), baseball player  2.59 (3),         emotion  2.08 (4),         website  1.57 (5)
123501587.png,      sunglasses  6.79 (1),      sunglasses  6.79 (2),           Happy  6.18 (3),Facial Expression  5.80 (4),     face powder  2.38 (5)
604266584.png,Facial Expression 11.68 (1),      microphone 11.15 (2),         emotion 10.80 (3),       harmonica  4.72 (4),     feather boa  3.40 (5)
971899438.png,       orangutan  5.38 (1),Facial Expression  3.75 (2),        hornbill  3.11 (3),           Happy  2.10 (4),         website  1.74 (5)
915776316.png,           Happy  5.50 (1),Facial Expression  1.99 (2),         website  1.73 (3),         emotion  1.19 (4),        cardigan  1.13 (5)
208121645.png,           Happy  5.75 (1),         website  3.55 (2),Facial Expression  3.44 (3),         emotion  2.72 (4),  Boston Terrier  1.03 (5)
930551644.png,           Happy 12.25 (1),Facial Expression  6.36 (2),         emotion  3.20 (3),          cougar  1.46 (4),        Surprise  1.21 (5)
829566930.png,      bridegroom  7.85 (1),     Windsor tie  2.32 (2),         bow tie  1.99 (3),           Happy  1.34 (4),         website  1.26 (5)
302469702.png,        baby bib 13.21 (1),   baby pacifier  5.25 (2),        bassinet  4.86 (3),           Happy  3.39 (4),      infant bed  1.68 (5)
874980536.png,           Happy  2.98 (1),         website  2.85 (2),Facial Expression  2.47 (3),         thimble  1.41 (4),         emotion  1.22 (5)
747415705.png,           Happy 11.70 (1),   baby pacifier 10.98 (2),        baby bib  6.16 (3),        bassinet  3.74 (4),      infant bed  2.30 (5)
63212286.png,        hair wig 22.22 (1),          cougar 12.46 (2),Facial Expression  5.36 (3),           Happy  3.92 (4),      shower cap  2.30 (5)
856785763.png,Facial Expression  8.06 (1),         emotion  7.23 (2),      sunglasses  2.70 (3),      sunglasses  2.70 (4),         disgust  2.38 (5)
276567572.png,         emotion  9.65 (1),      basketball  7.40 (2),Facial Expression  5.76 (3),             jay  4.78 (4),           Happy  3.84 (5)
807403512.png,      bridegroom  4.02 (1),           Happy  3.54 (2),         emotion  2.98 (3),Bluetick Coonhound  2.44 (4),       Dobermann  2.25 (5)
887234201.png,         emotion  9.63 (1),Facial Expression  9.05 (2),             Sad  6.03 (3),        feelings  2.22 (4),     photocopier  1.96 (5)
475399760.png,      shower cap  7.53 (1),           Happy  3.61 (2),    swimming cap  3.61 (3),balaclava ski mask  3.61 (4),   baby pacifier  3.09 (5)
373519432.png,          bulbul 67.19 (1),     photocopier  1.61 (2),Facial Expression  0.79 (3),     face powder  0.78 (4),         printer  0.65 (5)
271018027.png,         emotion  4.08 (1),Facial Expression  3.28 (2),           Angry  2.36 (3),        meatloaf  1.87 (4),         ocarina  1.60 (5)
515860438.png,           Happy  2.75 (1),Facial Expression  2.50 (2),         emotion  1.78 (3),         website  1.52 (4),         Neutral  1.24 (5)
310031894.png,Yorkshire Terrier  5.12 (1),brussels griffon  4.45 (2),Facial Expression  4.31 (3),       brambling  1.51 (4),Dandie Dinmont Terrier  1.42 (5)
819553373.png,Facial Expression  6.30 (1),         website  3.22 (2),         emotion  3.03 (3),        hair wig  1.83 (4),      bald eagle  1.83 (5)
790148704.png,      microphone  9.43 (1),        hair wig  9.00 (2),       harmonica  7.57 (3),         thimble  5.81 (4),         emotion  5.46 (5)
597049931.png,        baby bib  9.96 (1),           Happy  6.23 (2),   baby pacifier  4.93 (3),Facial Expression  3.28 (4),         emotion  2.09 (5)
661807679.png,Facial Expression  2.04 (1),         emotion  1.49 (2),      bridegroom  1.49 (3),         Neutral  1.42 (4),         website  1.25 (5)
378479897.png,          cougar  2.71 (1),     titi monkey  2.18 (2),Facial Expression  2.08 (3),         website  1.81 (4),           Happy  1.75 (5)
474581916.png,           Happy  7.72 (1),Facial Expression  7.03 (2),         emotion  5.23 (3),           Angry  1.75 (4),        feelings  1.28 (5)
528521327.png,Facial Expression  6.27 (1),           Angry  3.92 (2),         emotion  3.63 (3),         website  2.70 (4),      bridegroom  2.31 (5)
965448526.png,      sunglasses  3.23 (1),      sunglasses  3.23 (2),         website  1.90 (3),           Happy  1.50 (4),     breastplate  0.88 (5)
676201872.png,           indri  3.13 (1),         website  2.29 (2),           Happy  1.75 (3),Facial Expression  1.26 (4),black-and-white colobus  1.13 (5)
706014148.png,           Happy  8.91 (1),Facial Expression  5.32 (2),         emotion  4.01 (3),           agama  2.32 (4),         website  2.02 (5)
623296216.png,         website  2.31 (1),           Happy  1.54 (2),         emotion  1.22 (3),      bridegroom  1.22 (4),        lab coat  1.18 (5)
577843249.png,      bridegroom  5.52 (1),gymnastic horizontal bar  2.45 (2),    wooden spoon  1.66 (3),           Happy  1.37 (4),Cardigan Welsh Corgi  1.35 (5)
384921602.png,           Happy 18.64 (1),         emotion  5.96 (2),           Boxer  4.23 (3),Facial Expression  3.24 (4),      basketball  2.19 (5)
685882723.png,           Happy  3.72 (1),Facial Expression  3.61 (2),         emotion  2.22 (3),         website  2.06 (4),        lipstick  1.68 (5)
555519871.png,      bridegroom  8.05 (1),Facial Expression  2.82 (2),     Windsor tie  2.78 (3),         gorilla  1.97 (4),         website  1.82 (5)
605832011.png,balaclava ski mask  4.92 (1), baseball player  4.07 (2),       Dobermann  3.48 (3),Facial Expression  3.12 (4),military hat (bearskin or shako)  2.98 (5)
593341584.png,      bridegroom 13.66 (1),Facial Expression  5.52 (2),      Dutch oven  2.69 (3),         emotion  2.57 (4),King Charles Spaniel  2.57 (5)
867314778.png,   Gordon Setter 10.70 (1),     black stork  3.70 (2),  English Setter  2.28 (3),Bluetick Coonhound  1.75 (4),         website  1.45 (5)
92879462.png,         website  1.96 (1),Facial Expression  1.65 (2),           Happy  1.41 (3),gymnastic horizontal bar  1.23 (4),        lab coat  1.08 (5)
916901781.png,Facial Expression  8.98 (1),         disgust  2.53 (2),           Angry  2.42 (3),      bridegroom  2.42 (4),         emotion  2.00 (5)
923501125.png,Facial Expression  7.41 (1),           Happy  5.18 (2),      sunglasses  2.77 (3),      sunglasses  2.77 (4),         emotion  1.60 (5)
279017036.png,Facial Expression  3.15 (1),         website  2.78 (2),           Happy  2.27 (3),         emotion  1.97 (4),Treeing Walker Coonhound  1.40 (5)
728399220.png,Facial Expression  4.68 (1),           Happy  3.88 (2),     poke bonnet  2.11 (3),         emotion  1.95 (4),        hair wig  1.41 (5)
862696907.png,           Happy 23.58 (1),Facial Expression 10.46 (2),        baby bib  5.43 (3),   baby pacifier  3.91 (4),         emotion  3.45 (5)
719887363.png,    hippopotamus  7.85 (1),           Happy  6.61 (2),Facial Expression  5.23 (3),         emotion  3.43 (4),         gorilla  2.32 (5)
727467180.png,Facial Expression  3.20 (1),           Happy  2.61 (2),      shower cap  2.45 (3),         website  1.51 (4),      neck brace  1.07 (5)
7570719.png,Facial Expression  2.14 (1),     breastplate  1.80 (2),      sunglasses  1.77 (3),      sunglasses  1.77 (4),             jay  1.54 (5)
615652416.png,           Happy  7.30 (1),         website  4.50 (2),Facial Expression  4.29 (3),     face powder  2.00 (4),         emotion  1.93 (5)
